" Date","XAUUSD Open","XAUUSD Low","XAUUSD High","XAUUSD Close","XAUUSD Adj. Close","XAUUSD Volume","XAUUSD Vol  (1M)","XAUUSD Vol  (3M)","XAUUSD Vol  (6M)"
03-07-2007,"646.9300 ","643.1000 ","651.6000 ","649.0000 ","649.0000 ","0","24.56","18.64","18.55"
03-06-2007,"636.3000 ","632.8000 ","648.0000 ","646.5000 ","646.5000 ","0","24.67","18.85","18.56"
03-05-2007,"643.6500 ","633.5000 ","645.1500 ","636.6000 ","636.6000 ","0","24.02","18.62","19.12"
03-02-2007,"664.5500 ","640.9500 ","665.8500 ","642.4500 ","642.4500 ","0","24.31","18.92","19.13"
03-01-2007,"669.2500 ","662.0500 ","677.5500 ","664.4500 ","664.4500 ","0","21.31","17.68","18.91"
02-28-2007,"663.2500 ","662.0500 ","677.7500 ","669.3500 ","669.3500 ","0","21.28","17.60","18.91"
02-27-2007,"686.6500 ","659.6500 ","688.6400 ","663.3500 ","663.3500 ","0","21.16","17.54","19.05"
02-26-2007,"681.6500 ","681.6500 ","688.2500 ","686.5500 ","686.5500 ","0","16.84","16.40","18.39"
02-23-2007,"677.0000 ","673.2500 ","688.5600 ","682.5500 ","682.5500 ","0","16.84","16.42","18.38"
02-22-2007,"679.1500 ","675.7500 ","681.2300 ","677.4500 ","677.4500 ","0","16.90","16.38","18.44"
02-21-2007,"657.6500 ","657.3500 ","682.2500 ","678.8500 ","678.8500 ","0","16.83","16.37","18.45"
02-20-2007,"670.6500 ","656.1800 ","672.1500 ","657.2500 ","657.2500 ","0","14.56","15.23","17.90"
02-19-2007,"668.5000 ","667.8500 ","673.5500 ","670.7500 ","670.7500 ","0","12.32","14.62","17.75"
02-16-2007,"669.5000 ","662.9600 ","669.8500 ","669.0500 ","669.0500 ","0","12.76","14.63","17.75"
02-15-2007,"668.7500 ","662.8900 ","670.8800 ","669.7500 ","669.7500 ","0","13.12","14.68","17.75"
02-14-2007,"664.4500 ","663.7500 ","671.9400 ","669.1300 ","669.1300 ","0","13.41","14.68","17.76"
02-13-2007,"661.1500 ","660.9500 ","669.1000 ","664.2500 ","664.2500 ","0","13.49","14.66","17.75"
02-12-2007,"667.9500 ","660.0000 ","668.5500 ","661.1000 ","661.1000 ","0","13.53","14.75","17.98"
02-09-2007,"660.4500 ","657.2500 ","668.8100 ","666.8500 ","666.8500 ","0","15.01","14.62","17.93"
02-08-2007,"651.5500 ","648.2500 ","661.3500 ","660.4500 ","660.4500 ","0","14.92","14.63","18.23"
02-07-2007,"653.4500 ","650.9300 ","656.7100 ","651.4500 ","651.4500 ","0","14.67","14.43","18.15"
02-06-2007,"648.5000 ","648.1000 ","658.2200 ","653.3000 ","653.3000 ","0","14.56","14.51","18.15"
02-05-2007,"648.5000 ","646.4500 ","652.2500 ","648.4500 ","648.4500 ","0","14.49","15.47","18.18"
02-02-2007,"657.1000 ","643.5500 ","659.2100 ","647.8500 ","647.8500 ","0","17.22","15.77","18.20"
02-01-2007,"652.8000 ","652.2000 ","661.4600 ","657.2000 ","657.2000 ","0","16.66","15.48","18.34"
01-31-2007,"647.2000 ","642.6600 ","654.6500 ","653.2000 ","653.2000 ","0","18.34","15.52","18.39"
01-30-2007,"643.8000 ","641.3000 ","647.6000 ","647.3000 ","647.3000 ","0","18.19","15.44","18.39"
01-29-2007,"646.3000 ","641.1800 ","648.1300 ","643.7000 ","643.7000 ","0","18.11","15.56","18.38"
01-26-2007,"645.5000 ","641.1000 ","648.2000 ","646.0000 ","646.0000 ","0","18.06","15.92","18.38"
01-25-2007,"649.0000 ","645.2800 ","654.6000 ","646.1000 ","646.1000 ","0","18.48","15.93","18.43"
01-24-2007,"646.8000 ","639.3400 ","649.2500 ","648.8000 ","648.8000 ","0","18.38","15.93","18.45"
01-23-2007,"633.3000 ","633.1000 ","648.0200 ","646.7000 ","646.7000 ","0","18.45","15.94","18.58"
01-22-2007,"635.2500 ","632.2300 ","640.0300 ","633.4000 ","633.4000 ","0","17.13","15.56","18.35"
01-19-2007,"627.0000 ","626.9000 ","636.6500 ","635.4000 ","635.4000 ","0","17.10","15.59","18.34"
01-18-2007,"631.9000 ","626.9000 ","636.7500 ","627.7000 ","627.7000 ","0","16.69","15.49","18.39"
01-17-2007,"624.7000 ","620.1800 ","634.1400 ","631.8000 ","631.8000 ","0","16.58","15.80","18.41"
01-16-2007,"626.6000 ","622.9000 ","628.3800 ","624.8000 ","624.8000 ","0","16.55","15.92","18.36"
01-15-2007,"626.2000 ","625.0500 ","628.2000 ","626.7000 ","626.7000 ","0","16.50","16.18","18.39"
01-12-2007,"610.7500 ","610.1000 ","627.7200 ","627.2000 ","627.2000 ","0","17.61","16.17","18.48"
01-11-2007,"611.3000 ","609.2000 ","616.2500 ","611.6000 ","611.6000 ","0","15.11","15.55","18.42"
01-10-2007,"613.5000 ","606.2000 ","614.5000 ","611.3000 ","611.3000 ","0","15.10","15.65","18.55"
01-09-2007,"609.9000 ","606.2600 ","616.0500 ","613.7000 ","613.7000 ","0","15.07","16.05","18.67"
01-08-2007,"608.7500 ","604.0300 ","610.6300 ","610.0000 ","610.0000 ","0","15.24","16.15","19.18"
01-05-2007,"622.6000 ","602.4600 ","626.5000 ","607.4000 ","607.4000 ","0","15.71","16.13","19.19"
01-04-2007,"627.1000 ","620.9700 ","630.8500 ","622.0000 ","622.0000 ","0","13.71","15.43","19.01"
01-03-2007,"640.0000 ","625.3800 ","645.2500 ","627.5000 ","627.5000 ","0","14.90","15.31","19.10"
01-02-2007,"637.0000 ","636.3000 ","641.3000 ","640.5000 ","640.5000 ","0","13.23","14.66","19.27"
01-01-2007,"636.8000 ","636.8000 ","636.8000 ","636.8000 ","636.8000 ","0","13.05","14.80","19.29"
12-29-2006,"634.5000 ","632.3000 ","636.8100 ","636.7000 ","636.7000 ","0","13.09","15.10","19.31"
12-28-2006,"627.3000 ","626.8800 ","635.8500 ","634.9000 ","634.9000 ","0","14.54","17.04","19.34"
12-27-2006,"624.8000 ","624.1300 ","629.6000 ","627.2000 ","627.2000 ","0","13.92","16.90","19.34"
12-26-2006,"622.9000 ","622.5000 ","629.7800 ","624.7000 ","624.7000 ","0","13.80","16.93","19.35"
12-25-2006,"621.3000 ","620.0000 ","621.3000 ","620.7500 ","620.7500 ","0","13.65","16.90","19.41"
12-22-2006,"618.3800 ","618.3800 ","621.7100 ","621.0100 ","621.0100 ","0","14.30","17.29","19.77"
12-21-2006,"620.3500 ","618.1500 ","622.6300 ","618.5000 ","618.5000 ","0","14.22","17.27","20.30"
12-20-2006,"623.3500 ","619.2500 ","624.7500 ","620.4500 ","620.4500 ","0","14.31","17.26","20.29"
12-19-2006,"616.3500 ","615.3500 ","623.0500 ","622.9500 ","622.9500 ","0","14.50","17.31","20.34"
12-18-2006,"615.6500 ","612.0700 ","618.5500 ","616.2500 ","616.2500 ","0","13.98","17.36","20.30"
12-15-2006,"625.0000 ","614.8800 ","629.1700 ","615.3500 ","615.3500 ","0","14.12","17.38","20.30"
12-14-2006,"628.4500 ","625.4500 ","629.5500 ","625.8500 ","625.8500 ","0","13.08","17.70","20.23"
12-13-2006,"630.1500 ","623.7500 ","630.5500 ","628.7500 ","628.7500 ","0","13.01","17.83","20.40"
12-12-2006,"630.5500 ","627.0500 ","631.1500 ","630.0500 ","630.0500 ","0","13.30","17.86","20.55"
12-11-2006,"624.5500 ","623.3500 ","630.7600 ","630.4500 ","630.4500 ","0","13.40","18.66","20.95"
12-08-2006,"633.3500 ","623.7500 ","638.1600 ","625.1500 ","625.1500 ","0","13.31","18.61","20.94"
12-07-2006,"630.7500 ","625.3500 ","634.2500 ","633.8400 ","633.8400 ","0","15.79","18.40","21.26"
12-06-2006,"643.0500 ","628.5900 ","643.0500 ","630.9500 ","630.9500 ","0","16.66","19.76","21.26"
12-05-2006,"646.1000 ","639.4500 ","648.7600 ","643.1500 ","643.1500 ","0","15.06","19.46","23.49"
12-04-2006,"645.5000 ","640.9600 ","648.2300 ","646.2000 ","646.2000 ","0","15.18","20.21","23.49"
12-01-2006,"648.3000 ","644.0100 ","649.9500 ","645.6000 ","645.6000 ","0","15.21","20.27","23.54"
11-30-2006,"636.5000 ","636.5000 ","649.0500 ","648.0000 ","648.0000 ","0","15.45","20.58","23.73"
11-29-2006,"639.8000 ","635.1000 ","640.9000 ","636.6500 ","636.6500 ","0","15.49","20.29","23.62"
11-28-2006,"640.8000 ","633.0300 ","642.2000 ","640.0000 ","640.0000 ","0","15.26","20.27","23.65"
11-27-2006,"639.2500 ","637.2000 ","642.1500 ","640.6000 ","640.6000 ","0","15.26","20.42","23.65"
11-24-2006,"630.5000 ","630.5000 ","640.3000 ","638.2000 ","638.2000 ","0","15.27","20.45","23.72"
11-23-2006,"629.5000 ","629.0000 ","631.8000 ","631.2500 ","631.2500 ","0","15.22","20.34","23.93"
11-22-2006,"627.5000 ","626.4000 ","634.7500 ","630.3000 ","630.3000 ","0","15.30","20.51","23.98"
11-21-2006,"622.8300 ","622.2500 ","629.3000 ","627.5000 ","627.5000 ","0","15.36","20.49","24.00"
11-20-2006,"620.7500 ","620.7500 ","627.0000 ","622.9000 ","622.9000 ","0","16.75","20.44","24.01"
11-17-2006,"618.4300 ","615.0000 ","622.3700 ","621.7000 ","621.7000 ","0","17.62","20.45","24.02"
11-16-2006,"622.5000 ","617.9500 ","628.2000 ","618.2500 ","618.2500 ","0","18.21","20.44","24.11"
11-15-2006,"620.9300 ","615.6300 ","624.9500 ","623.1000 ","623.1000 ","0","17.87","20.83","24.72"
11-14-2006,"625.7000 ","619.5000 ","629.3100 ","620.8800 ","620.8800 ","0","18.38","20.82","24.82"
11-13-2006,"629.1000 ","620.8000 ","632.9000 ","625.7000 ","625.7000 ","0","18.20","21.33","24.80"
11-10-2006,"633.2000 ","625.6000 ","636.9000 ","628.5600 ","628.5600 ","0","18.82","21.35","25.32"
11-09-2006,"616.2000 ","615.2000 ","635.9000 ","633.4100 ","633.4100 ","0","18.48","21.30","25.32"
11-08-2006,"624.8000 ","613.4000 ","626.8000 ","615.8000 ","615.8000 ","0","16.45","20.61","24.99"
11-07-2006,"623.7000 ","622.1500 ","629.2100 ","624.8000 ","624.8000 ","0","15.61","20.44","25.07"
11-06-2006,"626.9000 ","622.9000 ","629.9000 ","623.2000 ","623.2000 ","0","15.61","20.86","26.17"
11-03-2006,"624.7000 ","618.1000 ","629.5000 ","627.4000 ","627.4000 ","0","15.22","20.97","26.16"
11-02-2006,"617.8000 ","614.5000 ","625.9500 ","624.7000 ","624.7000 ","0","15.51","21.02","26.18"
11-01-2006,"607.4000 ","605.6300 ","619.8000 ","617.6000 ","617.6000 ","0","16.45","20.90","26.17"
10-31-2006,"604.3000 ","598.5000 ","607.8000 ","606.6000 ","606.6000 ","0","21.00","20.56","26.45"
10-30-2006,"599.2500 ","598.9500 ","611.1600 ","604.1000 ","604.1000 ","0","20.99","20.61","26.46"
10-27-2006,"597.3500 ","592.0500 ","600.0500 ","599.9500 ","599.9500 ","0","20.94","20.60","26.46"
10-26-2006,"591.1500 ","590.4500 ","598.8200 ","597.1500 ","597.1500 ","0","20.89","20.85","26.59"
10-25-2006,"586.3500 ","580.2100 ","592.1500 ","591.0500 ","591.0500 ","0","21.61","20.74","26.55"
10-24-2006,"582.0500 ","573.3500 ","586.9500 ","586.4500 ","586.4500 ","0","21.44","20.67","26.69"
10-23-2006,"592.3000 ","579.7700 ","593.1800 ","581.9500 ","581.9500 ","0","21.26","20.85","26.67"
10-20-2006,"599.0000 ","591.3000 ","602.4000 ","591.5000 ","591.5000 ","0","20.72","20.72","26.99"
10-19-2006,"590.1000 ","587.0000 ","600.7000 ","599.4000 ","599.4000 ","0","20.48","20.61","26.95"
10-18-2006,"590.4000 ","587.4000 ","595.4000 ","590.2000 ","590.2000 ","0","19.93","20.40","26.92"
10-17-2006,"596.1500 ","585.9300 ","598.0000 ","590.1000 ","590.1000 ","0","21.69","20.55","27.01"
10-16-2006,"592.0000 ","590.1300 ","596.3000 ","596.0000 ","596.0000 ","0","21.83","20.94","27.14"
10-13-2006,"579.2000 ","577.3000 ","590.6000 ","590.4000 ","590.4000 ","0","21.73","21.09","27.55"
10-12-2006,"573.1500 ","571.3000 ","579.5000 ","579.3000 ","579.3000 ","0","22.62","20.89","28.11"
10-11-2006,"573.0000 ","570.4000 ","579.1300 ","573.0000 ","573.0000 ","0","22.31","21.61","28.40"
10-10-2006,"576.6000 ","569.3500 ","581.2000 ","573.0000 ","573.0000 ","0","22.33","21.67","28.46"
10-09-2006,"574.4000 ","571.8500 ","581.2000 ","577.1000 ","577.1000 ","0","25.15","21.86","28.55"
10-06-2006,"574.2000 ","560.8100 ","574.2000 ","574.1000 ","574.1000 ","0","25.10","22.09","28.59"
10-05-2006,"566.7000 ","562.6000 ","574.5000 ","574.3000 ","574.3000 ","0","26.35","22.85","28.59"
10-04-2006,"574.7000 ","559.4000 ","581.1000 ","567.0000 ","567.0000 ","0","25.58","22.71","28.56"
10-03-2006,"596.1000 ","573.7000 ","598.3800 ","574.5000 ","574.5000 ","0","26.75","22.60","28.54"
10-02-2006,"598.7500 ","594.8000 ","604.1800 ","596.7000 ","596.7000 ","0","23.81","21.43","28.15"
09-29-2006,"601.5000 ","594.8100 ","603.9000 ","598.3000 ","598.3000 ","0","23.81","21.60","28.19"
09-28-2006,"603.5000 ","600.7000 ","607.3000 ","601.3000 ","601.3000 ","0","24.35","21.60","28.23"
09-27-2006,"591.9000 ","590.0000 ","603.6000 ","603.1000 ","603.1000 ","0","24.51","21.74","28.23"
09-26-2006,"590.0000 ","586.4400 ","594.1000 ","592.0000 ","592.0000 ","0","23.47","22.09","28.11"
09-25-2006,"590.0000 ","582.2600 ","592.1100 ","590.8000 ","590.8000 ","0","23.71","23.07","28.12"
09-22-2006,"584.0000 ","583.0000 ","592.7000 ","589.6000 ","589.6000 ","0","23.71","23.07","28.15"
09-21-2006,"576.9000 ","574.8500 ","585.4000 ","584.2000 ","584.2000 ","0","23.33","23.09","28.35"
09-20-2006,"572.8500 ","572.3500 ","586.5000 ","576.8000 ","576.8000 ","0","22.62","22.96","28.41"
09-19-2006,"587.2500 ","572.7500 ","589.2500 ","573.6500 ","573.6500 ","0","22.36","22.95","28.41"
09-18-2006,"579.5500 ","578.4200 ","588.3600 ","587.2000 ","587.2000 ","0","22.91","22.59","28.27"
09-15-2006,"575.6500 ","570.9900 ","581.4500 ","579.3400 ","579.3400 ","0","22.24","22.79","28.33"
09-14-2006,"589.8500 ","574.9500 ","595.4100 ","575.2500 ","575.2500 ","0","23.12","23.05","28.31"
09-13-2006,"586.9500 ","579.4100 ","593.3400 ","590.2000 ","590.2000 ","0","22.04","23.15","28.07"
09-12-2006,"589.1800 ","584.9600 ","599.6000 ","587.4500 ","587.4500 ","0","21.88","23.17","28.08"
09-11-2006,"610.6000 ","583.4900 ","610.6000 ","589.7500 ","589.7500 ","0","21.98","23.92","28.07"
09-08-2006,"617.1000 ","607.2000 ","619.4800 ","610.8000 ","610.8000 ","0","18.76","22.81","27.61"
09-07-2006,"633.7000 ","614.4800 ","636.2500 ","616.8000 ","616.8000 ","0","19.78","27.09","27.58"
09-06-2006,"638.8000 ","632.9000 ","640.5900 ","633.7000 ","633.7000 ","0","18.21","26.54","27.29"
09-05-2006,"627.2500 ","626.3500 ","640.3600 ","638.3000 ","638.3000 ","0","18.32","26.57","27.29"
09-04-2006,"625.0500 ","625.0000 ","628.0000 ","626.5000 ","626.5000 ","0","17.00","26.67","27.20"
09-01-2006,"627.2500 ","620.1600 ","627.9500 ","625.4500 ","625.4500 ","0","17.02","26.70","27.24"
08-31-2006,"619.0500 ","618.6000 ","627.6000 ","627.3000 ","627.3000 ","0","17.25","26.77","27.24"
08-30-2006,"615.0500 ","612.8300 ","620.9300 ","619.2800 ","619.2800 ","0","16.72","26.64","27.30"
08-29-2006,"614.6500 ","607.7400 ","618.0700 ","614.9500 ","614.9500 ","0","17.57","26.75","27.30"
08-28-2006,"623.1500 ","613.1400 ","624.2500 ","614.7800 ","614.7800 ","0","17.64","27.18","27.43"
08-25-2006,"620.2500 ","618.0500 ","624.4000 ","622.5300 ","622.5300 ","0","17.19","27.16","27.39"
08-24-2006,"622.6500 ","618.9500 ","626.6900 ","621.4000 ","621.4000 ","0","18.06","27.22","27.44"
08-23-2006,"624.2500 ","621.6600 ","630.2000 ","622.3500 ","622.3500 ","0","18.34","27.27","27.44"
08-22-2006,"629.8000 ","621.0300 ","629.8000 ","625.0000 ","625.0000 ","0","18.38","27.28","27.49"
08-21-2006,"615.4000 ","613.9000 ","628.5400 ","628.1000 ","628.1000 ","0","18.48","27.46","27.51"
08-18-2006,"614.0000 ","607.5000 ","619.2000 ","614.9000 ","614.9000 ","0","17.49","28.20","27.47"
08-17-2006,"629.1000 ","613.7000 ","632.1000 ","614.0000 ","614.0000 ","0","19.04","28.40","27.53"
08-16-2006,"624.9000 ","622.5100 ","632.7100 ","629.0500 ","629.0500 ","0","18.17","28.01","27.29"
08-15-2006,"627.4000 ","621.4000 ","628.4500 ","624.8000 ","624.8000 ","0","18.72","28.88","27.29"
08-14-2006,"630.7500 ","623.8600 ","633.2000 ","626.7000 ","626.7000 ","0","21.58","28.90","27.29"
08-11-2006,"636.1500 ","627.1500 ","645.3200 ","632.5500 ","632.5500 ","0","21.65","28.86","27.27"
08-10-2006,"650.5500 ","634.1900 ","654.0400 ","636.2500 ","636.2500 ","0","22.21","29.14","27.32"
08-09-2006,"642.9500 ","635.6000 ","655.0900 ","650.0300 ","650.0300 ","0","21.64","30.73","27.22"
08-08-2006,"648.1500 ","641.7400 ","649.3000 ","642.5500 ","642.5500 ","0","23.27","30.62","27.23"
08-07-2006,"644.5500 ","644.4300 ","652.1400 ","648.6500 ","648.6500 ","0","23.20","30.65","27.35"
08-04-2006,"644.9500 ","643.8000 ","654.3000 ","646.5000 ","646.5000 ","0","23.33","30.72","27.58"
08-03-2006,"651.1500 ","639.6200 ","653.1000 ","644.9300 ","644.9300 ","0","23.44","31.43","27.76"
08-02-2006,"647.4500 ","645.4000 ","656.0000 ","651.2500 ","651.2500 ","0","23.40","31.41","27.72"
08-01-2006,"636.3500 ","630.9400 ","648.5500 ","646.8500 ","646.8500 ","0","23.48","31.40","28.27"
07-31-2006,"635.4500 ","629.4600 ","639.7500 ","636.7500 ","636.7500 ","0","23.26","31.48","28.19"
07-28-2006,"634.5500 ","626.8300 ","637.7500 ","634.7500 ","634.7500 ","0","24.83","31.47","28.20"
07-27-2006,"624.5500 ","622.4500 ","640.7500 ","634.3500 ","634.3500 ","0","26.94","31.76","28.21"
07-26-2006,"619.1500 ","613.6500 ","627.7000 ","624.7500 ","624.7500 ","0","26.65","31.60","28.14"
07-25-2006,"615.0500 ","610.3500 ","624.2500 ","619.1300 ","619.1300 ","0","27.01","32.23","28.11"
07-24-2006,"620.6500 ","602.5700 ","621.2500 ","615.2500 ","615.2500 ","0","26.99","32.24","28.18"
07-21-2006,"629.1500 ","616.0500 ","637.1500 ","619.7500 ","619.7500 ","0","26.75","32.32","28.16"
07-20-2006,"643.0500 ","627.7500 ","645.2500 ","628.1500 ","628.1500 ","0","26.63","32.36","28.10"
07-19-2006,"632.2500 ","617.9000 ","646.4300 ","642.7500 ","642.7500 ","0","25.45","32.31","27.91"
07-18-2006,"643.3500 ","628.0900 ","654.5500 ","633.0500 ","633.0500 ","0","25.64","32.90","27.84"
07-17-2006,"667.3500 ","641.1500 ","676.5300 ","643.0300 ","643.0300 ","0","27.19","33.95","27.76"
07-14-2006,"660.3500 ","658.2500 ","667.9300 ","664.1500 ","664.1500 ","0","23.60","33.83","27.37"
07-13-2006,"651.3500 ","645.1300 ","660.4500 ","660.0500 ","660.0500 ","0","24.99","33.89","27.60"
07-12-2006,"641.3500 ","639.9100 ","655.5300 ","651.5300 ","651.5300 ","0","25.24","33.96","27.74"
07-11-2006,"624.2500 ","621.8500 ","643.8900 ","641.4500 ","641.4500 ","0","37.10","33.89","27.74"
07-10-2006,"630.4500 ","620.7500 ","632.4500 ","624.1500 ","624.1500 ","0","36.10","33.48","27.51"
07-07-2006,"633.4500 ","627.9300 ","637.5000 ","629.2500 ","629.2500 ","0","36.14","33.47","27.61"
07-06-2006,"628.1500 ","622.5000 ","635.2100 ","633.0300 ","633.0300 ","0","36.91","33.52","27.60"
07-05-2006,"617.7500 ","617.7500 ","630.7500 ","628.1500 ","628.1500 ","0","36.89","33.67","27.60"
07-04-2006,"624.0000 ","616.9200 ","624.0800 ","620.2500 ","620.2500 ","0","36.74","33.67","27.61"
07-03-2006,"617.5000 ","614.6500 ","625.2800 ","623.5000 ","623.5000 ","0","36.71","33.72","27.69"
06-30-2006,"599.3500 ","597.3500 ","616.5500 ","615.8500 ","615.8500 ","0","36.77","33.64","27.91"
06-29-2006,"580.2000 ","579.0500 ","600.5000 ","599.6500 ","599.6500 ","0","36.18","33.23","27.81"
06-28-2006,"578.9500 ","577.1000 ","586.5500 ","580.1500 ","580.1500 ","0","33.72","32.59","27.43"
06-27-2006,"585.3500 ","579.0500 ","596.0100 ","579.0500 ","579.0500 ","0","33.95","32.63","27.80"
06-26-2006,"584.7500 ","577.7500 ","588.0500 ","585.2500 ","585.2500 ","0","33.93","32.98","27.76"
06-23-2006,"580.4500 ","572.2500 ","586.4500 ","583.0500 ","583.0500 ","0","33.95","33.15","27.75"
06-22-2006,"588.0500 ","579.3500 ","595.3200 ","580.6500 ","580.6500 ","0","34.59","33.17","27.75"
06-21-2006,"576.5000 ","570.9800 ","590.7000 ","587.5500 ","587.5500 ","0","36.58","33.17","27.78"
06-20-2006,"565.1500 ","561.2500 ","577.7500 ","575.8500 ","575.8500 ","0","36.22","33.13","27.66"
06-19-2006,"580.3500 ","564.3800 ","580.6500 ","565.2500 ","565.2500 ","0","35.12","32.94","27.55"
06-16-2006,"576.2500 ","567.0500 ","585.0400 ","581.1500 ","581.1500 ","0","35.93","32.44","27.25"
06-15-2006,"558.5500 ","554.2500 ","578.8500 ","577.0500 ","577.0500 ","0","35.53","32.44","27.34"
06-14-2006,"561.9900 ","542.4500 ","571.4500 ","559.7500 ","559.7500 ","0","32.67","31.87","27.03"
06-13-2006,"604.3500 ","561.0000 ","605.1500 ","562.0500 ","562.0500 ","0","34.14","31.86","27.24"
06-12-2006,"607.7500 ","602.9000 ","611.9000 ","604.2500 ","604.2500 ","0","30.14","28.25","25.16"
06-09-2006,"613.1500 ","601.0500 ","617.5500 ","607.4500 ","607.4500 ","0","30.28","28.22","25.14"
06-08-2006,"626.7500 ","607.8500 ","627.5300 ","613.2500 ","613.2500 ","0","30.82","28.17","25.12"
06-07-2006,"630.5500 ","617.2500 ","631.4500 ","626.4500 ","626.4500 ","0","30.87","27.81","25.17"
06-06-2006,"637.2500 ","625.8500 ","639.5500 ","630.6500 ","630.6500 ","0","33.49","27.85","25.29"
06-05-2006,"637.3000 ","635.4500 ","645.8000 ","637.1500 ","637.1500 ","0","33.43","27.73","25.24"
06-02-2006,"629.8000 ","619.1000 ","639.2000 ","638.2000 ","638.2000 ","0","33.58","27.99","25.26"
06-01-2006,"645.1000 ","621.3000 ","645.9000 ","629.6000 ","629.6000 ","0","33.96","27.93","25.24"
05-31-2006,"652.8000 ","639.1000 ","659.7000 ","645.2000 ","645.2000 ","0","33.03","27.70","24.98"
05-30-2006,"651.0000 ","648.7000 ","665.2000 ","652.9000 ","652.9000 ","0","33.69","27.63","24.91"
05-29-2006,"653.0000 ","646.9500 ","654.2000 ","647.7700 ","647.7700 ","0","33.57","27.68","24.93"
05-26-2006,"651.0000 ","640.8000 ","655.5000 ","653.7000 ","653.7000 ","0","35.25","27.59","24.88"
05-25-2006,"640.8000 ","639.0000 ","651.0000 ","650.9000 ","650.9000 ","0","35.38","27.67","25.04"
05-24-2006,"666.3000 ","636.6000 ","670.5800 ","640.7000 ","640.7000 ","0","35.25","27.64","25.06"
05-23-2006,"656.6000 ","651.5000 ","675.0000 ","666.5000 ","666.5000 ","0","32.36","26.50","24.35"
05-22-2006,"657.9000 ","637.5500 ","661.5000 ","656.0500 ","656.0500 ","0","33.10","26.53","24.28"
05-19-2006,"682.5000 ","651.7000 ","689.0000 ","657.6000 ","657.6000 ","0","34.94","26.51","24.28"
05-18-2006,"687.2000 ","678.8000 ","694.7000 ","682.3000 ","682.3000 ","0","36.09","25.29","23.63"
05-17-2006,"690.6000 ","685.3000 ","716.7000 ","687.1000 ","687.1000 ","0","37.08","25.21","23.61"
05-16-2006,"677.5000 ","675.0000 ","693.3000 ","690.4000 ","690.4000 ","0","37.00","25.16","23.59"
05-15-2006,"714.5000 ","676.6000 ","720.5400 ","677.4000 ","677.4000 ","0","36.92","25.08","23.51"
05-12-2006,"714.1000 ","708.3000 ","730.4000 ","714.8000 ","714.8000 ","0","29.98","22.51","22.10"
05-11-2006,"708.0000 ","704.9300 ","726.7000 ","714.3000 ","714.3000 ","0","30.14","22.57","22.15"
05-10-2006,"700.8000 ","693.8500 ","708.6000 ","707.9000 ","707.9000 ","0","30.14","23.05","22.31"
05-09-2006,"679.4000 ","678.2000 ","701.0000 ","700.9000 ","700.9000 ","0","30.84","23.69","22.29"
05-08-2006,"682.8000 ","671.0000 ","686.6000 ","678.7000 ","678.7000 ","0","29.79","23.31","21.92"
05-05-2006,"679.9000 ","675.4300 ","684.9000 ","683.8000 ","683.8000 ","0","30.02","23.21","21.87"
05-04-2006,"667.2000 ","661.1800 ","680.7000 ","679.7000 ","679.7000 ","0","30.07","24.67","21.87"
05-03-2006,"668.9000 ","658.2000 ","677.5000 ","667.0000 ","667.0000 ","0","29.77","24.45","21.80"
05-02-2006,"655.2000 ","653.0000 ","669.6000 ","668.8000 ","668.8000 ","0","29.74","24.48","21.79"
05-01-2006,"654.6000 ","651.4300 ","661.6300 ","655.1000 ","655.1000 ","0","29.27","24.21","21.65"
04-28-2006,"633.8000 ","633.6300 ","656.0000 ","654.4300 ","654.4300 ","0","29.64","24.21","21.71"
04-27-2006,"638.9000 ","627.9500 ","643.7000 ","633.6300 ","633.6300 ","0","28.98","23.43","21.32"
04-26-2006,"630.2000 ","628.5000 ","641.4000 ","638.6300 ","638.6300 ","0","28.92","23.51","21.29"
04-25-2006,"620.8000 ","618.9200 ","635.1300 ","630.3000 ","630.3000 ","0","29.11","23.41","21.35"
04-24-2006,"639.0000 ","619.8000 ","640.0000 ","620.7000 ","620.7000 ","0","29.01","23.29","21.46"
04-21-2006,"612.8000 ","610.6000 ","634.7700 ","633.9800 ","633.9800 ","0","27.75","22.87","21.20"
04-20-2006,"640.0000 ","607.9500 ","645.8500 ","612.5000 ","612.5000 ","0","25.98","21.90","20.71"
04-19-2006,"620.9000 ","620.9000 ","642.6000 ","640.2000 ","640.2000 ","0","19.11","19.88","19.65"
04-18-2006,"613.7000 ","612.5500 ","622.0800 ","621.0800 ","621.0800 ","0","17.55","19.11","19.33"
04-17-2006,"598.7500 ","598.7500 ","615.7500 ","613.4800 ","613.4800 ","0","17.41","19.66","19.30"
04-14-2006,"596.7500 ","595.1300 ","603.0000 ","603.0000 ","603.0000 ","0","16.97","19.96","19.23"
04-13-2006,"598.7300 ","590.7000 ","598.7800 ","596.4800 ","596.4800 ","0","16.78","20.08","19.24"
04-12-2006,"593.5000 ","593.0800 ","600.2000 ","598.3800 ","598.3800 ","0","16.60","20.12","19.40"
04-11-2006,"600.9500 ","593.0000 ","604.3000 ","593.4200 ","593.4200 ","0","16.64","20.42","19.39"
04-10-2006,"589.1300 ","588.8800 ","599.8000 ","599.7500 ","599.7500 ","0","15.84","20.28","19.34"
04-07-2006,"595.5500 ","585.3000 ","598.2700 ","588.8500 ","588.8500 ","0","15.77","20.06","19.21"
